"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003341","cilium movement","79/1652","239/16481",0.330543933054393,3.29763593260863,11.942303511535,1.01395767225714e-22,5.08296981102505e-19,5.08296981102505e-19,"1768/83894/220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/25876/126820/361/399949/152110/55130/202500/150483/246176/284076/286464/127003/9576/154313/90506/348807/146845/27156/115948/440585/154865/642987/93190/57119/139212/79819/219681/345895/196385/54777/158787/221421/54768/83853/89876/1770/389799/79645/255411/135138/159686/80217/134121/387885/201625/83538/57639/257062/83659/64446/123872/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",79
"GO:0060294","cilium movement involved in cell motility","67/1652","212/16481",0.316037735849057,3.15291641920599,10.5303392634195,2.71429102670401e-18,5.90972860843807e-15,5.90972860843807e-15,"1768/220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/126820/399949/55130/202500/150483/246176/284076/286464/127003/154313/90506/146845/27156/115948/440585/154865/642987/93190/57119/139212/219681/345895/196385/54777/158787/221421/83853/1770/389799/79645/255411/135138/159686/80217/134121/201625/83538/57639/257062/83659/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",67
"GO:0001539","cilium or flagellum-dependent cell motility","67/1652","214/16481",0.313084112149533,3.12344991061528,10.4357307860353,4.7155225281772e-18,5.90972860843807e-15,5.90972860843807e-15,"1768/220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/126820/399949/55130/202500/150483/246176/284076/286464/127003/154313/90506/146845/27156/115948/440585/154865/642987/93190/57119/139212/219681/345895/196385/54777/158787/221421/83853/1770/389799/79645/255411/135138/159686/80217/134121/201625/83538/57639/257062/83659/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",67
"GO:0060285","cilium-dependent cell motility","67/1652","214/16481",0.313084112149533,3.12344991061528,10.4357307860353,4.7155225281772e-18,5.90972860843807e-15,5.90972860843807e-15,"1768/220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/126820/399949/55130/202500/150483/246176/284076/286464/127003/154313/90506/146845/27156/115948/440585/154865/642987/93190/57119/139212/219681/345895/196385/54777/158787/221421/83853/1770/389799/79645/255411/135138/159686/80217/134121/201625/83538/57639/257062/83659/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",67
"GO:0030317","flagellated sperm motility","59/1652","195/16481",0.302564102564103,3.01849816849817,9.46381283544113,2.67391542555194e-15,2.23405633804864e-12,2.23405633804864e-12,"220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/399949/55130/202500/150483/286464/127003/154313/90506/146845/27156/115948/440585/154865/642987/93190/57119/139212/219681/158787/221421/83853/389799/79645/255411/135138/159686/80217/134121/201625/83538/57639/257062/83659/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",59
"GO:0097722","sperm motility","59/1652","195/16481",0.302564102564103,3.01849816849817,9.46381283544113,2.67391542555194e-15,2.23405633804864e-12,2.23405633804864e-12,"220004/129881/219670/161502/151651/83450/7846/93233/255101/85478/27285/92749/89765/57821/64518/399949/55130/202500/150483/286464/127003/154313/90506/146845/27156/115948/440585/154865/642987/93190/57119/139212/219681/158787/221421/83853/389799/79645/255411/135138/159686/80217/134121/201625/83538/57639/257062/83659/25790/388701/79781/5414/26074/84229/220136/27019/143241/26206/84688",59
"GO:0008015","blood circulation","101/1652","453/16481",0.222958057395143,2.22431703627685,8.81923711839988,5.56290193956758e-15,3.98383248900747e-12,3.98383248900747e-12,"84502/857/5138/6387/1215/3777/177/354/9839/3762/6505/7136/10979/1359/1910/4018/55800/148/5028/8862/1003/7122/7010/3741/10659/6445/6446/2702/30820/10242/5770/6340/6330/5175/6532/10365/1636/6456/3764/9365/94/2852/8850/6909/1392/5468/6547/477/9732/10266/4634/5137/5919/284/6327/4092/186/1674/7134/6332/710/57158/4883/4973/1511/859/2697/6323/146/153/5023/1906/4881/9353/9590/554/3043/5592/1908/2828/7042/3753/2627/2022/2549/659/9607/6915/1129/185/4311/84034/845/154/6910/79987/27129/5348/482/63895/4842",101
"GO:0035082","axoneme assembly","37/1652","90/16481",0.411111111111111,4.10140570352435,9.84701962313796,9.31546284111343e-15,5.83730190281270e-12,5.83730190281270e-12,"6101/164781/93233/255101/85478/92749/89765/25876/126820/399949/55130/146562/286464/154313/352909/348807/51364/115948/139212/79819/345895/54777/221421/54768/89876/79645/159686/80217/387885/201625/83538/57639/64446/123872/85452/84229/27019",37
"GO:1901342","regulation of vasculature development","74/1652","295/16481",0.250847457627119,2.50255263265892,8.69157788676506,5.10986677642408e-14,2.84619579446821e-11,2.84619579446821e-11,"10218/9314/2247/3202/6387/1215/947/1285/354/1634/2624/577/126393/240/57556/57381/729/2658/1003/90139/406913/7122/7010/820/3373/23328/3687/147372/8742/10365/358/8434/2013/153090/5468/5196/10266/187/7128/9510/306/168667/9444/28984/3569/9037/26051/407006/2113/22846/5740/641700/4881/57608/5797/1536/23554/7042/2627/9022/2549/51378/6915/84034/3848/3553/407007/6237/10516/3552/6369/7075/728/948",74
"GO:0001578","microtubule bundle formation","42/1652","119/16481",0.352941176470588,3.52107961828799,9.21233114122599,8.17510471174375e-14,4.09817999199714e-11,4.09817999199714e-11,"6101/164781/93233/255101/85478/92749/89765/25876/126820/11076/399949/55130/246176/146562/284076/286464/154313/352909/348807/51364/115948/139212/79819/51673/345895/344148/54777/221421/54768/89876/79645/159686/80217/387885/201625/83538/57639/64446/123872/85452/84229/27019",42
"GO:0045765","regulation of angiogenesis","72/1652","288/16481",0.25,2.494098062954,8.53767033190704,1.35140742215535e-13,6.15873218842253e-11,6.15873218842253e-11,"9314/2247/3202/1215/947/1285/354/1634/2624/577/126393/240/57556/57381/729/2658/1003/90139/406913/7122/7010/820/3373/23328/3687/147372/8742/10365/358/8434/2013/153090/5468/5196/10266/187/7128/9510/306/168667/9444/28984/3569/9037/26051/407006/2113/22846/5740/641700/4881/57608/5797/1536/23554/7042/2627/9022/2549/51378/6915/84034/3848/3553/407007/6237/10516/3552/6369/7075/728/948",72
"GO:0050878","regulation of body fluid levels","76/1652","317/16481",0.239747634069401,2.39181643892118,8.35150728920864,2.90694456184807e-13,1.21437609071203e-10,1.21437609071203e-10,"144165/10218/84959/857/80274/2815/2192/2623/51032/2157/7056/1910/7432/2160/653145/5028/8862/10630/64805/6583/361/375033/2207/6340/8692/1036/5627/2066/6532/5588/9002/358/80739/5155/5196/2159/187/7450/22915/284/83706/1128/1080/139189/3569/7099/114/710/51763/4883/2776/1511/9068/1906/10398/4881/84830/2313/115/554/3043/81027/5592/1361/51378/6915/84034/79057/196883/3848/79987/6403/2255/558/7466/948",76
"GO:0050673","epithelial cell proliferation","74/1652","307/16481",0.241042345276873,2.40473298577975,8.2924324323855,4.494038964018e-13,1.73297056358633e-10,1.73297056358633e-10,"857/2247/7538/6387/947/1285/1960/1028/3851/9839/2624/79812/1910/240/387837/51208/2658/8862/406913/7010/1601/695/84913/8013/60675/8742/2066/2324/94/151306/1012/153090/5155/6909/348807/5468/2263/7476/255324/187/7128/26471/3164/168667/28984/3569/9037/858/26051/22846/3727/6347/687/54959/57608/5797/7051/3549/7042/7049/2627/2022/4163/659/9607/185/64332/1030/120425/407007/6369/7075/2255/728",74
"GO:0006935","chemotaxis","90/1652","415/16481",0.216867469879518,2.16355494617696,8.01280836568598,9.38021792995947e-13,3.13486883219246e-10,3.13486883219246e-10,"51554/3084/683/2247/6362/6387/83700/1960/23604/10718/6092/2277/1910/240/57556/4739/146433/3579/6376/146225/6283/64805/60675/2921/9034/116173/2357/3730/6693/1843/223117/5588/5168/6360/5473/1012/6688/5155/1524/3071/5196/9732/2621/5919/4858/284/23767/5319/3164/2920/4916/3569/56920/1901/9037/7869/3577/1511/6275/6347/641700/11251/1906/58191/9353/1948/1908/7042/2022/2549/6586/659/335/185/9647/6358/120425/3491/6368/1839/1669/80031/100130520/6369/6441/2255/10584/728/2358/5800",90
"GO:0042330","taxis","90/1652","415/16481",0.216867469879518,2.16355494617696,8.01280836568598,9.38021792995947e-13,3.13486883219246e-10,3.13486883219246e-10,"51554/3084/683/2247/6362/6387/83700/1960/23604/10718/6092/2277/1910/240/57556/4739/146433/3579/6376/146225/6283/64805/60675/2921/9034/116173/2357/3730/6693/1843/223117/5588/5168/6360/5473/1012/6688/5155/1524/3071/5196/9732/2621/5919/4858/284/23767/5319/3164/2920/4916/3569/56920/1901/9037/7869/3577/1511/6275/6347/641700/11251/1906/58191/9353/1948/1908/7042/2022/2549/6586/659/335/185/9647/6358/120425/3491/6368/1839/1669/80031/100130520/6369/6441/2255/10584/728/2358/5800",90
"GO:0009611","response to wounding","98/1652","477/16481",0.205450733752621,2.04965710833955,7.76461742002813,2.73293518825874e-12,8.56262756171316e-10,8.56262756171316e-10,"1490/10218/84959/857/3084/2247/80274/7538/2815/2192/947/177/79026/6556/2623/51032/2157/2624/8578/7056/10979/53905/240/2160/653145/5028/83478/10630/64805/7305/375033/90865/2207/5627/6532/5588/9002/84417/10894/94/80739/5155/1524/4921/5468/5196/2159/7476/7128/7450/22915/284/23767/83706/246/960/4638/139189/79625/4916/3569/7099/79567/407006/710/22846/2776/1511/9068/54959/1906/146760/10398/84830/3043/81027/5592/1361/7042/2022/51378/90102/55966/6915/58529/84034/5581/79057/64332/3848/120425/1839/407007/79987/6403/2255/558/948",98
"GO:0042060","wound healing","82/1652","378/16481",0.216931216931217,2.1641909117696,7.64265755719437,9.66910907084955e-12,2.85124963365699e-09,2.85124963365699e-09,"10218/84959/857/3084/2247/80274/2815/2192/947/79026/6556/2623/51032/2157/2624/7056/10979/53905/240/2160/653145/5028/83478/10630/64805/375033/2207/5627/6532/5588/9002/94/80739/5155/4921/5468/5196/2159/7476/7128/7450/22915/284/83706/246/960/4638/139189/79625/3569/7099/407006/710/2776/1511/9068/54959/1906/10398/84830/3043/81027/5592/1361/7042/2022/51378/90102/55966/6915/58529/84034/5581/79057/3848/120425/1839/79987/6403/2255/558/948",82
"GO:0070286","axonemal dynein complex assembly","20/1652","37/16481",0.540540540540541,5.39264446044107,8.92793199545735,2.79154111682927e-11,7.77444201036953e-09,7.77444201036953e-09,"164781/93233/85478/92749/126820/55130/146562/352909/348807/51364/115948/139212/79819/79645/387885/201625/83538/64446/123872/27019",20
"GO:0050678","regulation of epithelial cell proliferation","63/1652","264/16481",0.238636363636364,2.38072996918336,7.54836946466327,3.92733781484159e-11,1.03619707714742e-08,1.03619707714742e-08,"857/2247/7538/6387/1285/1960/1028/3851/2624/79812/1910/240/2658/8862/406913/7010/1601/695/84913/8013/8742/2066/2324/94/151306/1012/153090/5155/5468/2263/7476/255324/187/7128/26471/3164/28984/9037/858/26051/22846/3727/6347/687/54959/57608/5797/7051/3549/7042/7049/2627/2022/4163/9607/185/1030/120425/407007/6369/7075/2255/728",63
"GO:0003018","vascular process in circulatory system","60/1652","247/16481",0.242914979757085,2.42341512189862,7.52306776353018,5.29401368817e-11,1.32694453093981e-08,1.32694453093981e-08,"857/5138/177/11309/9839/6505/10979/6573/1910/148/5243/5028/1003/7122/7010/2702/10242/5175/6532/10365/1636/55640/6456/3764/6540/2852/6515/8850/9429/477/9732/10266/2171/3953/284/186/9376/84879/146/153/1906/4881/6565/9353/9590/554/3043/5592/1908/2828/2549/7037/659/6915/185/154/79987/482/4842/948",60
"GO:0070371","ERK1 and ERK2 cascade","65/1652","280/16481",0.232142857142857,2.31594820131442,7.41266872980685,6.87518066304637e-11,1.64120384113578e-08,1.64120384113578e-08,"1490/3084/9314/2247/2192/78986/255743/177/285016/2264/10979/57556/6376/338557/148/5028/406913/8622/3596/7010/388121/1601/4889/650/152110/5770/5322/1843/2066/2324/151306/2852/153090/5155/388325/4921/2263/2621/284/246/5734/960/168667/7099/407006/222166/1906/152007/140885/65009/9590/8685/408/10268/81848/467/3553/3491/5320/6237/3552/2255/728/2358/948",65
"GO:0007018","microtubule-based movement","93/1652","469/16481",0.198294243070362,1.97826115014688,7.17374821810617,7.68310813856065e-11,1.75070095902748e-08,1.75070095902748e-08,"1768/83894/220004/129881/25893/219670/161502/151651/83450/7846/164781/93233/255101/85478/27285/92749/89765/57821/64518/25876/6103/126820/361/10749/399949/152110/55130/202500/150483/9638/124602/246176/51309/284076/286464/127003/9576/154313/90506/348807/57576/146845/27156/115948/440585/154865/642987/93190/57119/139212/79819/219681/200132/345895/196385/54777/158787/57519/221421/54768/83853/89876/1770/389799/79645/255411/135138/159686/83657/80217/134121/387885/408/201625/83538/57639/257062/83659/64446/123872/25790/388701/79781/221458/5414/343521/26074/84229/220136/27019/143241/26206/84688",93
"GO:0070372","regulation of ERK1 and ERK2 cascade","62/1652","263/16481",0.23574144486692,2.35184912400225,7.37624176407314,9.63878105085482e-11,2.10083519164936e-08,2.10083519164936e-08,"1490/3084/9314/2247/2192/78986/255743/177/285016/2264/10979/57556/6376/338557/148/5028/406913/8622/3596/7010/388121/1601/4889/650/152110/5770/5322/1843/2066/2324/151306/2852/153090/5155/388325/4921/2263/2621/284/246/960/168667/7099/407006/222166/152007/140885/65009/9590/8685/408/10268/81848/467/3553/3491/5320/6237/3552/728/2358/948",62
"GO:0002274","myeloid leukocyte activation","54/1652","216/16481",0.25,2.494098062954,7.37745615379378,1.54415611453175e-10,3.2253560842282e-08,3.2253560842282e-08,"2268/177/6556/2623/2624/85480/2204/3579/6376/3596/820/6283/695/8013/7305/90865/160364/2207/22918/8692/9846/1776/2214/146722/6688/1524/6844/306/5730/3569/7099/81501/401258/3577/2776/6622/3727/1511/11326/120892/7048/64332/9173/6571/3553/3949/50487/5320/945/57580/712/728/2358/338339",54
"GO:0007507","heart development","83/1652","407/16481",0.203931203931204,2.03449768280277,7.05330131888034,1.95408304889662e-10,3.9183273296475e-08,3.9183273296475e-08,"27063/144165/3084/2247/80274/5138/164781/26508/6092/5950/4772/8862/7122/7010/6926/11155/32/140628/4889/2719/6445/23493/4091/2702/650/91807/7481/2066/4211/89780/2013/94/2852/4887/5155/8850/6909/4487/2263/10266/4634/187/10395/79933/23767/4092/2294/7134/64321/4916/9124/54345/140706/1901/57158/859/2697/1906/64236/65009/4629/9353/7048/88/10529/1948/3549/8642/7042/7049/2627/93649/2022/6586/659/123872/221662/6910/407007/57493/27129/7075/11214",83
"GO:0031032","actomyosin structure organization","49/1652","188/16481",0.26063829787234,2.60022989542012,7.36526654045529,2.30954757001528e-10,4.45298537249485e-08,4.45298537249485e-08,"27063/1490/4653/257019/9839/25802/10979/7111/91807/11346/8477/22899/56203/221692/5239/395/10395/10174/79933/5734/84952/4628/9172/28984/9124/1901/10324/5295/51763/85462/859/22998/1906/10398/4629/88/10529/408/29767/7140/90102/335/58529/9647/1264/23136/2037/10580/11214",49
"GO:0007599","hemostasis","54/1652","219/16481",0.246575342465753,2.45993233606421,7.25931261913134,2.68247375450221e-10,4.98045960419243e-08,4.98045960419243e-08,"10218/84959/857/80274/2815/2192/2623/51032/2157/7056/2160/653145/5028/10630/64805/375033/2207/5627/6532/5588/9002/80739/5155/5196/2159/7450/22915/284/83706/139189/3569/7099/710/2776/1511/9068/1906/10398/84830/2313/554/3043/81027/5592/1361/51378/6915/84034/79057/3848/79987/6403/558/948",54
"GO:0003012","muscle system process","87/1652","440/16481",0.197727272727273,1.97260483160907,6.90199649003376,3.69613592738509e-10,6.56938543217065e-08,6.56938543217065e-08,"322/84502/857/4653/9314/255743/3762/4620/7136/25802/283383/761/1910/55800/148/5028/4619/3741/5816/8013/140628/60675/7111/2702/30820/6442/785/6330/786/4211/23336/9254/1410/56203/3764/2852/5155/5468/9127/6547/477/9732/779/4634/187/7402/6327/4092/1674/7134/4638/9172/6332/10324/7222/57158/4883/3727/859/2697/6323/1906/10398/4629/56923/10316/5592/246329/124093/408/1908/29767/3753/93649/7140/9607/1129/58529/29995/1264/845/154/6769/3553/28999/5348/4842",87
"GO:0045229","external encapsulating structure organization","61/1652","265/16481",0.230188679245283,2.2964525560784,7.10125961015269,3.80036260787849e-10,6.56938543217065e-08,6.56938543217065e-08,"144165/10218/11095/2192/1215/3036/1285/57188/255743/1286/170689/5212/2264/256076/79875/10630/9507/4239/7078/650/8425/54507/60495/1305/81035/59277/8434/4327/1842/7148/4921/5468/9806/10266/2621/3913/79148/9510/131873/79625/28984/3569/7177/7092/1511/64116/84830/4629/7051/8685/7042/7049/11107/2022/1805/90102/4148/2824/23127/10516/7075",61
"GO:0043410","positive regulation of MAPK cascade","82/1652","406/16481",0.201970443349754,2.01493636613032,6.91120909535837,4.11598026861706e-10,6.87780302885912e-08,6.87780302885912e-08,"1490/3084/4653/2247/2690/85407/255743/177/285016/7805/2264/10979/246778/146433/6376/338557/148/5028/406913/8622/3596/7010/388121/6283/23328/4889/650/152110/5770/5322/4616/5175/9770/2066/2324/151306/2852/153090/6688/5155/388325/4921/5923/2263/7476/255324/2621/284/246/5319/960/23533/168667/4916/3569/858/222166/146/153/4915/1906/152007/65009/120892/9590/57608/8685/408/1908/7042/10268/9607/154/3553/5320/3552/353514/2255/11214/728/2358/948",82
"GO:0032970","regulation of actin filament-based process","76/1652","366/16481",0.207650273224044,2.07160057687982,6.91968012869218,4.83244001674804e-10,7.81452316256707e-08,7.81452316256706e-08,"1490/374872/857/4653/683/6387/81553/9839/25802/10979/25959/4739/9535/6376/163782/10630/126820/256949/91663/7111/2702/91807/10391/11346/6711/8477/22899/56203/395/3071/477/85458/10395/10174/79933/10810/1440/246/1073/5734/84952/7134/28984/1901/9037/5295/51763/859/90952/22998/54959/1906/3055/9912/9353/88/130271/85358/29767/7042/90102/64411/335/116984/5581/9647/171024/154/129446/93663/2824/26084/6369/57580/11214/11170",76
"GO:0002040","sprouting angiogenesis","40/1652","140/16481",0.285714285714286,2.85039778623314,7.33867230674907,5.48836680119186e-10,8.59786961699212e-08,8.59786961699212e-08,"9314/2247/1960/2624/2277/79812/240/57556/57381/1003/90139/406913/7010/147372/10365/8434/2324/94/1012/10266/187/22915/284/4223/3164/168667/9037/161198/26051/407006/84830/9353/90627/57608/1948/7049/9022/6915/185/407007",40
"GO:0032956","regulation of actin cytoskeleton organization","69/1652","321/16481",0.214953271028037,2.14445814758661,6.91129524180689,6.55700785184701e-10,9.9606910185785e-08,9.9606910185785e-08,"1490/374872/4653/683/6387/81553/25802/10979/25959/4739/9535/6376/163782/126820/256949/91663/7111/91807/10391/11346/6711/8477/22899/56203/395/3071/85458/10395/10174/79933/10810/1440/246/1073/5734/84952/28984/1901/9037/5295/51763/859/90952/22998/54959/1906/3055/9912/9353/88/130271/85358/29767/7042/90102/64411/335/116984/5581/9647/171024/129446/93663/2824/26084/6369/57580/11214/11170",69
"GO:0030198","extracellular matrix organization","60/1652","263/16481",0.228136882129278,2.27598302322798,6.96228528692445,7.68437911152464e-10,1.13299389664921e-07,1.13299389664921e-07,"144165/10218/11095/2192/1215/3036/1285/57188/255743/1286/170689/5212/2264/256076/79875/10630/9507/4239/7078/650/8425/54507/60495/1305/81035/59277/8434/4327/1842/7148/4921/5468/9806/10266/2621/3913/79148/9510/131873/79625/28984/3569/7177/7092/1511/64116/84830/4629/8685/7042/7049/11107/2022/1805/90102/4148/2824/23127/10516/7075",60
"GO:0007596","blood coagulation","52/1652","213/16481",0.244131455399061,2.43555116006775,7.03832127350618,8.38685559006715e-10,1.20123734494305e-07,1.20123734494305e-07,"10218/84959/857/80274/2815/2192/2623/51032/2157/7056/2160/653145/5028/10630/64805/375033/2207/5627/6532/5588/9002/80739/5155/5196/2159/7450/22915/284/83706/139189/3569/7099/710/2776/1511/9068/1906/10398/84830/3043/81027/5592/1361/51378/6915/84034/79057/3848/79987/6403/558/948",52
"GO:0043062","extracellular structure organization","60/1652","264/16481",0.227272727272727,2.26736187541272,6.92859276944785,8.9929843436861e-10,1.25227306985829e-07,1.25227306985829e-07,"144165/10218/11095/2192/1215/3036/1285/57188/255743/1286/170689/5212/2264/256076/79875/10630/9507/4239/7078/650/8425/54507/60495/1305/81035/59277/8434/4327/1842/7148/4921/5468/9806/10266/2621/3913/79148/9510/131873/79625/28984/3569/7177/7092/1511/64116/84830/4629/8685/7042/7049/11107/2022/1805/90102/4148/2824/23127/10516/7075",60
"GO:0050817","coagulation","52/1652","214/16481",0.242990654205607,2.42417007988052,6.9991081366516,1.0019479085263e-09,1.35750401768711e-07,1.35750401768711e-07,"10218/84959/857/80274/2815/2192/2623/51032/2157/7056/2160/653145/5028/10630/64805/375033/2207/5627/6532/5588/9002/80739/5155/5196/2159/7450/22915/284/83706/139189/3569/7099/710/2776/1511/9068/1906/10398/84830/3043/81027/5592/1361/51378/6915/84034/79057/3848/79987/6403/558/948",52
"GO:0003007","heart morphogenesis","46/1652","181/16481",0.25414364640884,2.53543670488141,6.93274292171546,1.97901333835074e-09,2.61073522767165e-07,2.61073522767165e-07,"27063/144165/3084/26508/6092/5950/7122/7010/6926/140628/4889/23493/4091/2702/650/7481/2013/94/4887/6909/2263/4634/187/10395/79933/4092/2294/7134/64321/54345/140706/1901/1906/65009/9353/7048/3549/8642/7042/7049/2627/2022/6586/659/123872/6910",46
"GO:0031589","cell-substrate adhesion","68/1652","324/16481",0.209876543209877,2.09381071951693,6.63685012505328,2.50290240140196e-09,3.21719224057129e-07,3.21719224057129e-07,"10319/8516/4653/683/2192/947/255743/55698/5212/8322/10979/80144/4739/55901/6376/10630/7010/1601/3687/91663/4091/10391/5770/1305/59277/2013/10894/8515/94/1842/1012/8613/5155/395/9806/79834/7450/10395/10174/7402/3913/9404/83706/246/6614/960/9200/79625/5295/22998/88/166752/90102/57091/55966/335/9647/81848/2824/3683/6237/10516/79987/10580/482/5800/11170/948",68
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","45/1652","177/16481",0.254237288135593,2.53637091147864,6.85903972898315,2.92093521205138e-09,3.5750840292476e-07,3.5750840292476e-07,"1490/3084/2247/255743/177/285016/2264/10979/6376/338557/148/5028/406913/8622/3596/7010/388121/4889/650/5322/2066/2324/151306/2852/5155/388325/4921/2263/2621/284/246/960/168667/222166/152007/65009/9590/8685/408/10268/3553/5320/728/2358/948",45
"GO:0033002","muscle cell proliferation","44/1652","171/16481",0.257309941520468,2.56702490690002,6.87503109268983,2.92396659084683e-09,3.5750840292476e-07,3.5750840292476e-07,"3084/9314/2247/5950/6376/8862/3596/8013/4889/650/2066/8490/1012/2852/5155/6909/4921/5468/2263/7128/284/4969/9510/28984/3569/1901/5295/407006/2697/1906/4881/65009/5592/5739/3725/7042/7049/2353/93649/659/1264/6910/1839/407007",44
"GO:0001935","endothelial cell proliferation","39/1652","143/16481",0.272727272727273,2.72083425049527,6.89819245718423,3.89969594714242e-09,4.65456566262499e-07,4.65456566262499e-07,"857/2247/6387/947/1285/1960/9839/2624/79812/240/2658/8862/406913/7010/84913/60675/8742/2324/94/1012/5155/5468/187/3164/168667/28984/9037/858/26051/22846/6347/57608/5797/2022/659/185/407007/6369/7075",39
"GO:0050727","regulation of inflammatory response","76/1652","385/16481",0.197402597402597,1.96936574321562,6.42372208776236,5.22382915475268e-09,6.09001291925004e-07,6.09001291925004e-07,"683/9314/2268/5138/838/1215/6095/177/85480/4772/1910/240/653361/6376/2494/338557/1003/406913/3596/7010/6283/695/8013/4889/90865/160364/55450/1326/8692/100506742/1776/58484/2852/5468/4792/4818/7128/5919/26471/55075/246/5734/338323/8809/4210/6401/3569/7099/3133/407006/2113/6622/5740/3055/140885/64116/120892/2828/255877/335/185/64332/4023/9173/10162/3553/3949/50487/5320/407007/3552/6369/353514/50604/969/2358",76
"GO:0040013","negative regulation of locomotion","64/1652","303/16481",0.211221122112211,2.10722476606014,6.49265584145747,5.65837170758189e-09,6.44668576593364e-07,6.44668576593364e-07,"114757/9314/2247/6387/2192/3036/1634/9839/6092/653464/79812/4739/6376/2658/406913/7122/126820/90865/5770/8692/1843/8434/94/149461/153090/5468/10395/1602/22915/4092/57119/5734/4223/186/28984/9037/407006/22846/2697/286205/6347/4286/22998/65009/84830/9353/90627/5797/5592/7049/93649/2022/4163/51378/90102/9607/6915/84034/11122/6910/104/482/969/5800",64
"GO:0072001","renal system development","52/1652","228/16481",0.228070175438596,2.27531753111593,6.47212174639445,1.04082829870185e-08,1.15948272475386e-06,1.15948272475386e-06,"144165/8516/2247/947/1285/255743/6943/1286/26508/6092/5950/25959/7010/2719/4091/650/847/2674/51196/8692/5175/7481/1636/358/79192/3764/56603/5155/2263/284/4092/2294/186/64321/168667/3399/1906/7704/120892/9353/1958/7042/93649/5420/185/4311/255738/200894/28999/2255/7466/5800",52
"GO:0034329","cell junction assembly","88/1652","481/16481",0.182952182952183,1.82520274045698,6.13057064036024,1.53099759497075e-08,1.66845455295399e-06,1.66845455295399e-06,"144165/28513/55118/80059/857/4653/83700/4045/10718/6092/653464/10979/5010/84631/55901/4593/51208/2658/1003/7122/2701/7010/2895/23266/2702/10391/5770/64084/5175/2066/1636/22899/56131/140689/89780/627/57463/94/151306/1012/149461/395/50863/9732/9806/7476/10266/257194/79834/187/10395/23767/4092/285025/2890/4916/94030/6622/2697/90952/22865/22998/5789/5583/27253/146760/222256/88/2557/266727/1948/85358/90102/6383/8825/1008/9647/6910/2823/3553/23136/23284/2824/64101/84612/10580/5800/11170",88
"GO:0036158","outer dynein arm assembly","12/1652","19/16481",0.631578947368421,6.30087931693641,7.71633566264297,2.54903245074797e-08,2.70017661458531e-06,2.70017661458531e-06,"164781/93233/55130/146562/51364/115948/139212/79645/83538/64446/123872/27019",12
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","57/1652","267/16481",0.213483146067416,2.12979160432027,6.21207344916925,2.58544738679623e-08,2.70017661458531e-06,2.70017661458531e-06,"5138/2913/122042/139378/283383/8698/7432/338557/148/5028/53637/64805/9340/2357/1268/8477/1132/151306/2852/4887/2869/5196/10266/187/5734/1128/117/1901/114/5064/2776/7433/10203/146/153/181/115/9590/554/5745/5739/8685/221395/2828/5737/59350/10268/8843/6915/1129/154/196883/23284/115330/728/4842/2358",57
"GO:0048660","regulation of smooth muscle cell proliferation","35/1652","129/16481",0.271317829457364,2.70677309157798,6.49550461697515,2.79616327341825e-08,2.86064622237667e-06,2.86064622237667e-06,"9314/2247/6376/8862/3596/8013/4889/650/8490/1012/2852/5155/4921/5468/2263/7128/4969/9510/28984/3569/1901/5295/407006/2697/1906/4881/65009/5592/5739/3725/93649/659/1264/1839/407007",35
"GO:1904018","positive regulation of vasculature development","41/1652","165/16481",0.248484848484848,2.47898231711791,6.37273409766423,2.9454019087189e-08,2.95305995368157e-06,2.95305995368156e-06,"9314/2247/6387/1215/947/2624/126393/729/2658/1003/406913/7010/820/3373/23328/3687/147372/8742/358/2013/10266/187/306/168667/9037/2113/5740/57608/1536/2627/9022/2549/51378/6915/84034/3553/6237/3552/6369/7075/728",41
"GO:0050680","negative regulation of epithelial cell proliferation","29/1652","96/16481",0.302083333333333,3.01370182606941,6.60442861099218,3.25641797483191e-08,3.18369723515597e-06,3.18369723515597e-06,"857/1285/1028/3851/79812/240/2658/406913/1601/84913/94/153090/5468/2263/26471/28984/858/22846/3727/6347/687/5797/7042/7049/2627/2022/4163/1030/407007",29
